673501	482+1329	0	3906	1	A0A366Q855|unreviewed|Aldedh|k147_1305927_flag_1_multi_4_0000_len_1816_434804|+|380|6.205e-109|1|482|1810|482[482]:1810[1810]:1329[1329]
481281	236+552	0	572	1	A0A4R0RCR0|unreviewed|HDc|k147_8435104_flag_1_multi_2_0000_len_1119_618798|+|73|1.618e-16|1|236|787|236[236]:787[787]:552[552]
414441	703+1254	0	3906	1	A0A366Q855|unreviewed|Aldedh|k147_214912_flag_1_multi_3_0000_len_2241_591660|+|244|5.406e-68|1|703|1956|703[703]:1956[1956]:1254[1254]
311098	912+534	0	572	1	A0A4R0RCR0|unreviewed|HDc|k147_2005400_flag_1_multi_2_0000_len_1635_452297|+|35|4.447e-05|1|912|1445|912[912]:1445[1445]:534[534]
674573	1532-1404	0	3906	-1	A0A366Q855|unreviewed|Aldedh|k147_6886431_flag_1_multi_2_0000_len_1854_469108|-|206|1.486e-56|1|129|1532|1532[1532]:129[129]:1404[1404]
238515	14344+1212	0	4336	1	A0A4T0FKI7|unreviewed|Arginine|k147_7134626_flag_0_multi_45_9839_len_33625_241383|+|232|2.214e-64|1|14344|15555|14344[14344]:15555[15555]:1212[1212]
241224	367+1395	0	5219	1	A0A8H5LYN2|unreviewed|COesterase|k147_8677693_flag_1_multi_5_0000_len_1779_328071|+|79|2.528e-18|1|367|1761|367[367]:1761[1761]:1395[1395]
781090	5680+1389	0	3906	1	A0A366Q855|unreviewed|Aldedh|k147_6919549_flag_1_multi_8_7665_len_14394_710135|+|305|2.344e-86|1|5680|7068|5680[5680]:7068[7068]:1389[1389]
737084	1327-975	0	3906	-1	A0A366Q855|unreviewed|Aldedh|k147_8264072_flag_1_multi_1_9899_len_1337_357782|-|250|8.446e-70|1|353|1327|1327[1327]:353[353]:975[975]
496383	2009+675	0	2355	1	A0A162IG95|unreviewed|EKC/KEOPS|k147_3071085_flag_1_multi_4_0000_len_4119_46223|+|54|8.483e-11|1|2009|2683|2009[2009]:2683[2683]:675[675]
814920	5243-1281	0	3906	-1	A0A366Q855|unreviewed|Aldedh|k147_1628820_flag_1_multi_8_0000_len_7311_736856|-|196|1.522e-53|1|3963|5243|5243[5243]:3963[3963]:1281[1281]
206692	6+1353	0	3906	1	A0A366Q855|unreviewed|Aldedh|k147_5746803_flag_0_multi_7_0000_len_1601_278918|+|211|4.643e-58|1|6|1358|6[6]:1358[1358]:1353[1353]
948083	3402-1395	0	3906	-1	A0A366Q855|unreviewed|Aldedh|k147_6226695_flag_1_multi_6_0000_len_17328_774716|-|245|2.703e-68|1|2008|3402|3402[3402]:2008[2008]:1395[1395]
936497	1056-948	0	4336	-1	A0A4T0FKI7|unreviewed|Arginine|k147_7850910_flag_1_multi_5_0000_len_2589_403964|-|225|2.834e-62|1|109|1056|1056[1056]:109[109]:948[948]
183468	142145-216	0	3969	-1	A0A1Y2J730|unreviewed|Hydrophobin|taxID:1353009|k147_1469517_flag_1_multi_29_5831_len_170304_591621|-|32|0.0003558|1|141930|142145|142145[142145]:141930[141930]:216[216]
908091	595-153	0	3899	-1	A0A1V8SEU1|unreviewed|Cryparin|taxID:1507870|k147_2160515_flag_1_multi_2_0000_len_1014_550811|-|31|0.0007116|1|443|595|595[595]:443[443]:153[153]
865731	1727-1377	0	3906	-1	A0A366Q855|unreviewed|Aldedh|k147_3235943_flag_1_multi_5_0000_len_4540_251130|-|193|1.217e-52|1|351|1727|1727[1727]:351[351]:1377[1377]
771223	3212-1317	0	3906	-1	A0A366Q855|unreviewed|Aldedh|k147_8130734_flag_0_multi_6_0000_len_6233_394391|-|213|1.161e-58|1|1896|3212|3212[3212]:1896[1896]:1317[1317]
443110	1364-1104	0	3906	-1	A0A366Q855|unreviewed|Aldedh|k147_5490522_flag_1_multi_3_0000_len_1374_453197|-|266|1.289e-74|1|261|1364|1364[1364]:261[261]:1104[1104]
