456367	45+1008	0	3906	1	A0A366Q855|unreviewed|Aldedh|k147_6446550_flag_1_multi_3_0000_len_1110_75638|+|197|7.608e-54|1|45|1052|45[45]:1052[1052]:1008[1008]
577216	28+1284	0	488	1	A0A420TTB3|unreviewed|Aldedh|k147_1021788_flag_1_multi_2_0000_len_1442_641051|+|213|1.161e-58|1|28|1311|28[28]:1311[1311]:1284[1284]
225432	1624+636	0	2355	1	A0A162IG95|unreviewed|EKC/KEOPS|k147_8480428_flag_0_multi_6_0000_len_4299_609994|+|59|2.651e-12|1|1624|2259|1624[1624]:2259[2259]:636[636]
305923	118+582	0	2355	1	A0A162IG95|unreviewed|EKC/KEOPS|k147_6543492_flag_1_multi_4_0000_len_2719_544238|+|68|5.178e-15|1|118|699|118[118]:699[699]:582[582]
103555	310+783	0	2355	1	A0A162IG95|unreviewed|EKC/KEOPS|k147_3218581_flag_0_multi_1_9884_len_1182_11845|+|48|5.429e-09|1|310|1092|310[310]:1092[1092]:783[783]
18962	1440-1149	0	4336	-1	A0A4T0FKI7|unreviewed|Arginine|k147_7576119_flag_1_multi_2_0000_len_2662_606784|-|273|1.007e-76|1|292|1440|1440[1440]:292[292]:1149[1149]
226725	2607-1227	0	3410	-1	A0A8H7B8Y1|unreviewed|Amino|k147_3601809_flag_0_multi_36_0000_len_2861_651370|-|107|9.418e-27|1|1381|2607|2607[2607]:1381[1381]:1227[1227]
580725	2442-1143	0	4336	-1	A0A4T0FKI7|unreviewed|Arginine|k147_2589025_flag_0_multi_35_9603_len_3953_92988|-|232|2.214e-64|1|1300|2442|2442[2442]:1300[1300]:1143[1143]
381161	4+969	0	4336	1	A0A4T0FKI7|unreviewed|Arginine|k147_2758804_flag_0_multi_12_2068_len_2192_310450|+|196|1.522e-53|1|4|972|4[4]:972[972]:969[969]
86998	2211+717	0	4972	1	A0A0C9VP92|unreviewed|4-nitrophenylphosphatase|taxID:990650|k147_6458321_flag_0_multi_18_9984_len_22267_142404|+|90|1.234e-21|1|2211|2927|2211[2211]:2927[2927]:717[717]
516430	1028-1026	0	4336	-1	A0A4T0FKI7|unreviewed|Arginine|k147_2576118_flag_0_multi_66_4912_len_3001_16601|-|227|7.085e-63|1|3|1028|1028[1028]:3[3]:1026[1026]
357086	1363-969	0	488	-1	A0A420TTB3|unreviewed|Aldedh|k147_2994740_flag_1_multi_4_2073_len_1382_200401|-|154|6.692e-41|1|395|1363|1363[1363]:395[395]:969[969]
132289	416+1284	0	488	1	A0A420TTB3|unreviewed|Aldedh|k147_1458534_flag_0_multi_13_9095_len_1870_270950|+|229|1.771e-63|1|416|1699|416[416]:1699[1699]:1284[1284]
658231	18465+1233	0	3410	1	A0A8H7B8Y1|unreviewed|Amino|k147_4625006_flag_0_multi_17_9912_len_23356_592127|+|114|7.358e-29|1|18465|19697|18465[18465]:19697[19697]:1233[1233]
558091	1+1236	0	3906	1	A0A366Q855|unreviewed|Aldedh|k147_5408753_flag_1_multi_2_0000_len_1449_29051|+|154|6.692e-41|1|1|1236|1[1]:1236[1236]:1236[1236]
592770	111+198	0	2689	1	V2X7M1|unreviewed|Hydrophobin|taxID:1381753|k147_4597766_flag_0_multi_2_9781_len_1793_478428|+|36|2.224e-05|1|111|308|111[111]:308[308]:198[198]
312501	6202-1296	0	488	-1	A0A420TTB3|unreviewed|Aldedh|k147_6191409_flag_0_multi_83_1403_len_6756_94383|-|169|2.042e-45|1|4907|6202|6202[6202]:4907[4907]:1296[1296]
171602	954-627	0	2355	-1	A0A162IG95|unreviewed|EKC/KEOPS|k147_2738548_flag_1_multi_2_0000_len_1190_208200|-|50|1.357e-09|1|328|954|954[954]:328[328]:627[627]
527888	1146-687	0	4972	-1	A0A0C9VP92|unreviewed|4-nitrophenylphosphatase|taxID:990650|k147_5470439_flag_0_multi_3_3500_len_2481_383257|-|99|2.411e-24|1|460|1146|1146[1146]:460[460]:687[687]
60346	2018-1419	0	3906	-1	A0A366Q855|unreviewed|Aldedh|k147_8744432_flag_0_multi_50_0000_len_8587_610306|-|375|1.986e-107|1|600|2018|2018[2018]:600[600]:1419[1419]
113717	1277-294	0	3987	-1	A0A409YKM4|unreviewed|Hydrophobin|taxID:231916|k147_826897_flag_0_multi_16_0000_len_1317_337029|-|31|0.0007116|1|984|1277|1277[1277]:984[984]:294[294]
382345	249+519	0	572	1	A0A4R0RCR0|unreviewed|HDc|k147_4819624_flag_0_multi_3_0000_len_1114_348338|+|57|1.06e-11|1|249|767|249[249]:767[767]:519[519]
187641	10396-282	0	2479	-1	A0A8H5AUF4|unreviewed|Hydrophobin|taxID:2480587|k147_3741440_flag_0_multi_13_8441_len_12222_61065|-|31|0.0007116|1|10115|10396|10396[10396]:10115[10115]:282[282]
283517	9666-606	0	2355	-1	A0A162IG95|unreviewed|EKC/KEOPS|k147_4728339_flag_0_multi_26_9821_len_17533_487597|-|60|1.325e-12|1|9061|9666|9666[9666]:9061[9061]:606[606]
106120	258+1047	0	4336	1	A0A4T0FKI7|unreviewed|Arginine|k147_7348597_flag_0_multi_52_7038_len_2254_93925|+|214|5.804e-59|1|258|1304|258[258]:1304[1304]:1047[1047]
463356	2840-1170	0	4336	-1	A0A4T0FKI7|unreviewed|Arginine|k147_2879879_flag_0_multi_15_9642_len_3503_299286|-|224|5.668e-62|1|1671|2840|2840[2840]:1671[1671]:1170[1170]
582307	3717+600	0	2355	1	A0A162IG95|unreviewed|EKC/KEOPS|k147_1694707_flag_0_multi_20_0002_len_6728_143612|+|48|5.429e-09|1|3717|4316|3717[3717]:4316[4316]:600[600]
266787	1205-1101	0	3906	-1	A0A366Q855|unreviewed|Aldedh|k147_1283018_flag_1_multi_1_0000_len_1206_612588|-|367|5.083e-105|1|105|1205|1205[1205]:105[105]:1101[1101]
500073	2652+1248	0	3906	1	A0A366Q855|unreviewed|Aldedh|k147_540967_flag_0_multi_6_9214_len_5618_153528|+|109|2.354e-27|1|2652|3899|2652[2652]:3899[3899]:1248[1248]
142550	572-573	0	2355	-1	A0A162IG95|unreviewed|EKC/KEOPS|k147_4626445_flag_0_multi_41_6852_len_1840_599302|-|49|2.715e-09|1|0|572|572[572]:0[0]:573[573]
142552	0+981	0	488	1	A0A420TTB3|unreviewed|Aldedh|k147_7445445_flag_0_multi_1_9289_len_1131_599366|+|205|2.972e-56|1|0|980|0[0]:980[980]:981[981]
313750	8+927	0	488	1	A0A420TTB3|unreviewed|Aldedh|k147_5039195_flag_1_multi_4_9731_len_1934_134351|+|306|1.172e-86|1|8|934|8[8]:934[934]:927[927]
37601	592+705	0	4972	1	A0A0C9VP92|unreviewed|4-nitrophenylphosphatase|taxID:990650|k147_3712449_flag_1_multi_2_0000_len_1380_542849|+|106|1.884e-26|1|592|1296|592[592]:1296[1296]:705[705]
426028	14840-1149	0	4336	-1	A0A4T0FKI7|unreviewed|Arginine|k147_4328164_flag_0_multi_41_9783_len_22815_425492|-|240|8.649e-67|1|13692|14840|14840[14840]:13692[13692]:1149[1149]
451987	8835+537	0	572	1	A0A4R0RCR0|unreviewed|HDc|k147_4625712_flag_0_multi_17_0000_len_15515_595829|+|51|6.786e-10|1|8835|9371|8835[8835]:9371[9371]:537[537]
261193	335+933	0	4336	1	A0A4T0FKI7|unreviewed|Arginine|k147_8704280_flag_1_multi_2_0000_len_1304_433580|+|218|3.628e-60|1|335|1267|335[335]:1267[1267]:933[933]
159418	1087-633	0	2355	-1	A0A162IG95|unreviewed|EKC/KEOPS|k147_1755888_flag_1_multi_2_0000_len_1236_478695|-|63|1.657e-13|1|455|1087|1087[1087]:455[455]:633[633]
327996	1357-1254	0	3906	-1	A0A366Q855|unreviewed|Aldedh|k147_6671684_flag_0_multi_1_1887_len_1472_590223|-|121|5.748e-31|1|104|1357|1357[1357]:104[104]:1254[1254]
424081	0+1200	0	3906	1	A0A366Q855|unreviewed|Aldedh|k147_2640596_flag_0_multi_7_0000_len_2295_363188|+|165|3.267e-44|1|0|1199|0[0]:1199[1199]:1200[1200]
293208	16291-645	0	2355	-1	A0A162IG95|unreviewed|EKC/KEOPS|k147_6327648_flag_0_multi_14_9927_len_46239_137358|-|57|1.06e-11|1|15647|16291|16291[16291]:15647[15647]:645[645]
406209	570-186	0	3230	-1	A0A6A7BH73|unreviewed|Trihydrophobin|taxID:1408161|k147_3175662_flag_1_multi_2_0000_len_1127_451635|-|32|0.0003558|1|385|570|570[570]:385[385]:186[186]
28501	2528-615	0	2355	-1	A0A162IG95|unreviewed|EKC/KEOPS|k147_8275925_flag_1_multi_35_7925_len_4142_251649|-|56|2.121e-11|1|1914|2528|2528[2528]:1914[1914]:615[615]
450075	2352+1254	0	488	1	A0A420TTB3|unreviewed|Aldedh|k147_2284083_flag_1_multi_9_0000_len_9733_534645|+|211|4.643e-58|1|2352|3605|2352[2352]:3605[3605]:1254[1254]
226478	2033-1344	0	3906	-1	A0A366Q855|unreviewed|Aldedh|k147_6942612_flag_1_multi_3_0000_len_2176_643466|-|103|1.507e-25|1|690|2033|2033[2033]:690[690]:1344[1344]
455639	1080-576	0	572	-1	A0A4R0RCR0|unreviewed|HDc|k147_2195139_flag_1_multi_2_0000_len_1583_52342|-|61|6.627e-13|1|505|1080|1080[1080]:505[505]:576[576]
639175	842+600	0	2355	1	A0A162IG95|unreviewed|EKC/KEOPS|k147_7199112_flag_0_multi_4_0000_len_1718_642686|+|67|1.036e-14|1|842|1441|842[842]:1441[1441]:600[600]
233116	249+1368	0	3906	1	A0A366Q855|unreviewed|Aldedh|k147_6593498_flag_1_multi_3_0000_len_1620_195499|+|249|1.689e-69|1|249|1616|249[249]:1616[1616]:1368[1368]
586649	1068-1050	0	3906	-1	A0A366Q855|unreviewed|Aldedh|k147_2490653_flag_1_multi_2_0000_len_1592_282556|-|200|9.51e-55|1|19|1068|1068[1068]:19[19]:1050[1050]
121034	4353-1326	0	3906	-1	A0A366Q855|unreviewed|Aldedh|k147_1775812_flag_0_multi_7_0000_len_6616_571173|-|202|2.377e-55|1|3028|4353|4353[4353]:3028[3028]:1326[1326]
139513	14163+645	0	2355	1	A0A162IG95|unreviewed|EKC/KEOPS|k147_3306377_flag_0_multi_12_0621_len_19321_502118|+|51|6.786e-10|1|14163|14807|14163[14163]:14807[14807]:645[645]
537530	12865+1188	0	4336	1	A0A4T0FKI7|unreviewed|Arginine|k147_7467707_flag_0_multi_31_0000_len_22465_31450|+|268|3.222e-75|1|12865|14052|12865[12865]:14052[14052]:1188[1188]
